index;client;parrent;client_bin/tin;type;value;del_mark
3734;R GLAXOSMITHKLINE EXPORT LTD;;;Телефон контрагента 2;+7 (727) 2590996;Нет
3735;R GLAXOSMITHKLINE EXPORT LTD;;;Факт. адрес;УЛ. ФУРМАНОВА, 273;Нет
3736;R GLAXOSMITHKLINE EXPORT LTD;;;Сайт;http://www.gsk.kz;Нет
3737;R Global Print Company (глобал принт компани) ;;;Факт. адрес;ул.Есенберлина 199;Нет
3738;R GLOBAL RECRUITMENT;;;Рабочий телефон;+7 (727) 2581760;Нет
3739;R GLOBAL RECRUITMENT;;;Телефон контрагента 2;+7 (727) 2581767;Нет
3740;R GLOBAL RECRUITMENT;;;Рабочий е-mail;gr@cbre.kz;Нет
3741;R GLOBAL RECRUITMENT;;;Факт. адрес;"ПР. ДОСТЫК, 105, БЦ ""ПРЕМЬЕР АЛАТАУ";Нет
3742;R GLOBAL RECRUITMENT;;;Сайт;http://www.cbre.kz;Нет
3743;R GLOBALINK LOGISTICS GROUP;;1,6084E+11;Рабочий телефон;+7 (727) 2588880;Нет
3744;R GLOBALINK LOGISTICS GROUP;;1,6084E+11;Телефон контрагента 2;+7 (727) 2588885;Нет
3745;R GLOBALINK LOGISTICS GROUP;;1,6084E+11;Рабочий е-mail;info@globalinkllc.com;Нет
3746;R GLOBALINK LOGISTICS GROUP;;1,6084E+11;Факт. адрес; УЛ. КАБАНБАЙ БАТЫРА, 52;Нет
3747;R GLOBALINK LOGISTICS GROUP;;1,6084E+11;Сайт; http://www.globalinkllc.com;Нет
3748;R globe development ( глоб девелопмент);;2,2024E+11;;;Нет
3749;R Go Agency (от СТС);;;Рабочий телефон;+7 (727) 2440454;Нет
3750;R Gold of Wiseman;;1,2014E+11;Факт. адрес;ул Желтоксана д 96-98/80 оф 326;Нет
3751;R GOLDEN GATE PRODUCTS (голден гейт, гате, продактс, продуктс);;;Факт. адрес;РК, Алматы, ул.Толе би 101, БЦ Далич 8 этаж сектор D;Нет
3752;R GOLDEN GATE PRODUCTS (голден гейт, гате, продактс, продуктс);;;Юр. адрес;алгар, ул.Алтынсарина 46 кв.4;Нет
3753;R Golden Rill Trade (Голдер рил трейд, вода хрустальная);;;Рабочий телефон;+7 (727) 3912783;Нет
3754;R Golden Rill Trade (Голдер рил трейд, вода хрустальная);;;Факт. адрес;Омская 108;Нет
3755;R Goldman and Young (голдмен, мэн, янг);;40940019058;Рабочий е-mail;lena.a76@mail.ru;Нет
3756;R Goldman and Young (голдмен, мэн, янг);;40940019058;Факт. адрес;Жана Гасыр 78Б;Нет
3757;R Good Look;;;Телефон контрагента 2;+7 (707) 8822985;Нет
3758;R GORENJE KAZAKHSTAN (горедже, горенье Казахстан);;80740014287;Телефон контрагента 3;+7 (727) 2918168;Нет
3759;R GORENJE KAZAKHSTAN (горедже, горенье Казахстан);;80740014287;Телефон контрагента 2;+7 (727) 2930307;Нет
3760;R GORENJE KAZAKHSTAN (горедже, горенье Казахстан);;80740014287;Рабочий телефон;+7 (727) 2915631;Нет
3761;R GORENJE KAZAKHSTAN (горедже, горенье Казахстан);;80740014287;Рабочий е-mail;natalya.ospanova@gorenje.com;Нет
3762;R GORENJE KAZAKHSTAN (горедже, горенье Казахстан);;80740014287;Факт. адрес;РК, г. Алматы, ул. Кабанбай батыра, ул. Бегалина 19 (Вход со стороны ул.бегалина, ниже калинина);Нет
3763;R GORENJE KAZAKHSTAN (горедже, горенье Казахстан);;80740014287;Evernote;evernote:///view/12931884/s117/85d68134-e6f2-46e4-b3fb-4d88be21e147/85d68134-e6f2-46e4-b3fb-4d88be21e147/;Нет
3764;R GR бранс;;;Рабочий телефон;+7 (727) 250-99-68;Нет
3765;R GR бранс;;;Evernote;evernote:///view/12931884/s117/16c494e7-d7f5-45e5-9199-3245a7fcadc1/16c494e7-d7f5-45e5-9199-3245a7fcadc1/http://;Нет
3766;R GRATA International;;9,2044E+11;Телефон контрагента 2;2445777;Нет
3767;R GRATA International;;9,2044E+11;Рабочий телефон;+7 (717) 2919555;Нет
3768;R GRATA International;;9,2044E+11;Рабочий е-mail;reception.almaty@gratanet.com;Нет
3769;R GRATA International;;9,2044E+11;Факт. адрес;Office 329-330, Block C 4.1, 55/20 Mangilik El Avenue, Yessil District, Nur-Sultan, 010000, Kazakhstan;Нет
3770;R GRATA International;;9,2044E+11;Сайт;www.gratanet.com ;Нет
3771;R greenrecycle.kz Телефония;;;Рабочий телефон;+8 (777) 27575;Нет
3772;R greenrecycle.kz Телефония;;;Рабочий е-mail;b.zhanalin@greenrecycle.kz;Нет
3773;R GRK-3 (ГРК-3);;1,1074E+11;;;Нет
3774;R Grесo JLT Services (Греко ДжейЭлТи Сервисес);;1,1014E+11;Рабочий телефон;+7 (727) 3116768;Нет
3775;R Grесo JLT Services (Греко ДжейЭлТи Сервисес);;1,1014E+11;Факт. адрес;050013, г. Алматы,Зенкова 59 этаж 3 оф 145;Нет
3776;R Gs Group;;90640006244;;;Нет
3777;R GTI KAZAKHSTAN;;;Телефон контрагента 2;+7 (727) 2588230;Нет
3778;R GTI KAZAKHSTAN;;;Факт. адрес;ПОС. БАЙСЕРКЕ (ИЛИЙСК. Р-Н);Нет
3779;R GTI KAZAKHSTAN;;;Сайт;http://www.gti.com;Нет
3780;R Gunay (Гюнай, Agrico, Агрико, Ип Корпенко);;20240003173;Рабочий телефон;+7 (727) 390-43-92;Нет
3781;R Gunay (Гюнай, Agrico, Агрико, Ип Корпенко);;20240003173;Рабочий е-mail;info@gunay.kz;Нет
3782;R Gunay (Гюнай, Agrico, Агрико, Ип Корпенко);;20240003173;Факт. адрес;Полежаева( бывшая розовая между сейфулина  и рыскулова);Нет
3783;R Gunay (Гюнай, Agrico, Агрико, Ип Корпенко);;20240003173;Сайт;gunay.kz;Нет
3784;R Gunay (Гюнай, Agrico, Агрико, Ип Корпенко);;20240003173;Evernote;evernote:///view/12931884/s117/03c79e3e-ed7e-4f32-9504-f19bafc61116/03c79e3e-ed7e-4f32-9504-f19bafc61116/http://;Нет
3785;R Gut ;;;;;Нет
3786;R Happy Pizza (хапи пицца);;;;;Нет
3787;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Рабочий телефон;+7 (727) 3356335;Нет
3788;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Телефон контрагента 2;+7 (727) 2669994;Нет
3789;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Рабочий е-mail;info@hatber.kz;Нет
3790;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Факт. адрес 3;Илийский район Поселок бурундай  71 разъезд (склад);Нет
3791;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Факт. адрес 2;пр. Райымбека 212/A оф. 302;Нет
3792;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Факт. адрес;пр. Жибек Жолы, 135, 5 этаж, 3 блок, западное крыло;Нет
3793;R Hatber (hat bear, хатбер, офислюкс, клякса) - передачей дел занимается Хегай И. все через него.;;1,0074E+11;Сайт;http://hatber.kz/;Нет
3794;R Head Hanter;;;;;Нет
3795;R Henry Bonnar (ИП Васильева И.В. генри бонар  салон цветов);;;Рабочий телефон;+7 (727) 2648175;Нет
3796;R Hermes trade (гермес, хермес трейд, трэйд);;1,3024E+11;Рабочий телефон;+7 (727) 2682860;Нет
3797;R Hermes trade (гермес, хермес трейд, трэйд);;1,3024E+11;Рабочий е-mail;hermestrade@mail.ru;Нет
3798;R Hermes trade (гермес, хермес трейд, трэйд);;1,3024E+11;Факт. адрес;РК, 050009, г.Алматы, ул.Гайдара/Шакарима, 164 офис 203. (Вход с Шакарима);Нет
3799;R Hermes trade (гермес, хермес трейд, трэйд);;1,3024E+11;Evernote;evernote:///view/49756351/s117/94557a08-79c6-45d2-9e3c-954190d36e55/94557a08-79c6-45d2-9e3c-954190d36e55/d4b95af4-f205-4c2f-890d-0a5295cc6261;Нет
3800;R Higer Quazar (Хайгер Квазар);;1,6094E+11;Телефон контрагента 2;+7 (727) 3709002;Нет
3801;R Higer Quazar (Хайгер Квазар);;1,6094E+11;Рабочий телефон;+7 (727) 3709001;Нет
3802;R Higer Quazar (Хайгер Квазар);;1,6094E+11;Рабочий е-mail;info@higerquazar.kz;Нет
3803;R Higer Quazar (Хайгер Квазар);;1,6094E+11;Факт. адрес;пос. Отеген Батыра, участок Промзо-на,здание 207;Нет
3804;R Higer Quazar (Хайгер Квазар);;1,6094E+11;Сайт;http://ru.higer.com/;Нет
3805;R HILL International Kazakhstan;;9,8014E+11;Телефон контрагента 2;+7 (727) 3322000;Нет
3806;R HILL International Kazakhstan;;9,8014E+11;Рабочий телефон;+7 (727) 3322100;Нет
3807;R HILL International Kazakhstan;;9,8014E+11;Рабочий е-mail;office@hill.kz;Нет
3808;R HILL International Kazakhstan;;9,8014E+11;Факт. адрес;"Байзакова, 280 — 402 офис; 4 этаж";Нет
3809;R Hilton Kazakhstan;;;Рабочий е-mail;ABochaev@taivas-it.com;Нет
3810;R Hilton Kazakhstan;;;Факт. адрес;Досмухамедова 115;Нет
3811;R Homenet;;;;;Нет
3812;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Телефон контрагента 2;+7 (727) 291-81-51;Нет
3813;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Рабочий телефон;+7 (727) 272-60-93;Нет
3814;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Рабочий е-mail;ysyrkina@projecthope.org;Нет
3815;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес;Толе би 69, уг. ул. Чайковского, 2-этаж, 23-офис;Нет
3816;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес 1;алмыты, Ауэзова;Нет
3817;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес 12;Алматы, Ауэсова 163а;Нет
3818;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес 13;Алматы, Ауэзова 163а, дом № 163а;Нет
3819;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес 14;г. Алматы, ул. Курмангазы, дом № 145, квартира 111;Нет
3820;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес 15;ул.Муратбаева, 134, оф 208;Нет
3821;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Evernote;evernote:///view/108115222/s588/51ff2242-344b-4522-9831-2ba53fa3c546/33c4b752-89ce-4525-91b9-c846634ca625;Нет
3822;R Hope ( Хоуп Люди Людям, Nano Dent);;542005801;Факт. адрес 16;астана кабанбай батыра 53, блок 25;Нет
3823;R HPE ( Hewlett Packard Enterprise );;;Факт. адрес;https://partner.hpe.com Логин info@itsupport.kz  пароль rS#14322;Нет
3824;R HR HD(Эйчар эйчди);;1,8084E+11;;;Нет
3825;R Human Capital Brands (ТОО Школа Управления Nota Bene);;71240001802;Рабочий телефон;+7 (727) 258-40-50;Нет
3826;R Human Capital Brands (ТОО Школа Управления Nota Bene);;71240001802;Факт. адрес 2;РК, 050010, г.Алматы, Аль-Фараби 61/26 уг. ул. Шашкина;Нет
3827;R Human Capital Brands (ТОО Школа Управления Nota Bene);;71240001802;Evernote;evernote:///view/12931884/s117/096f39a3-8bbe-4eea-9226-cf94ea9100f1/096f39a3-8bbe-4eea-9226-cf94ea9100f1/http://;Нет
3828;R HUMMER;;;Телефон контрагента 2;+7 (727) 2695745;Нет
3829;R IATI (Интернейшнл Эйр Трэвэл Индэкс);;1,2104E+11;Телефон контрагента 2;+7 727 352 8 353;Нет
3830;R IATI (Интернейшнл Эйр Трэвэл Индэкс);;1,2104E+11;Рабочий телефон;+7 727 352 8 352;Нет
3831;R IATI (Интернейшнл Эйр Трэвэл Индэкс);;1,2104E+11;Рабочий е-mail;info@iati.kz;Нет
3832;R IC Group;;;;;Нет
3833;R ICAP at Columbia University (Айкап Колумбия Университет,Центры для Международных программ);;;Телефон контрагента 2;+7 (727) 2631572;Нет
3834;R ICAP at Columbia University (Айкап Колумбия Университет,Центры для Международных программ);;;Рабочий телефон;+7 (727) 2640886;Нет
3835;R ICAP at Columbia University (Айкап Колумбия Университет,Центры для Международных программ);;;Рабочий е-mail;z.yulina@icap.kz;Нет
3836;R ICAP at Columbia University (Айкап Колумбия Университет,Центры для Международных программ);;;Факт. адрес;Самал-3, д 34/1.;Нет
3837;R ICC+english Евразия (Асиси плюс + eurasia);;70240008430;Факт. адрес;ул.Жолдысбекова 9А Т.Ц Евразия  вход с лево 4 эт 401 оф.;Нет
3838;R ICC+english Евразия (Асиси плюс + eurasia);;70240008430;Evernote;evernote:///view/12931884/s117/620f1f8e-8cfc-4f7f-b31e-9c2a0c53c106/620f1f8e-8cfc-4f7f-b31e-9c2a0c53c106/http://;Нет
3839;R ICM Group (AFM IFM Group, асм групп);;31040002182;Телефон контрагента 2;+7 (727) 2469175;Нет
3840;R ICM Group (AFM IFM Group, асм групп);;31040002182;Рабочий телефон;+7 (727) 3867982;Нет
